"rules","support","confidence","coverage","lift","count"
"{sugar} => {whole milk}",0.0150482968988307,0.444444444444444,0.0338586680223691,1.73939956669762,148
"{hamburger meat} => {whole milk}",0.0147432638535841,0.443425076452599,0.033248601931876,1.73541011815015,145
"{rolls/buns,yogurt} => {other vegetables}",0.0114895780376207,0.334319526627219,0.0343670564311134,1.72781531496516,113
"{ham} => {whole milk}",0.0114895780376207,0.44140625,0.0260294865277072,1.72750913997214,113
"{sliced cheese} => {whole milk}",0.0107778342653787,0.439834024896266,0.0245043213014743,1.72135600272772,106
"{bottled water,other vegetables} => {whole milk}",0.0107778342653787,0.434426229508197,0.0248093543467209,1.70019178957943,106
"{white bread} => {other vegetables}",0.0137264870360956,0.326086956521739,0.0420945602440264,1.68526811213416,135
"{curd} => {other vegetables}",0.0171835282155567,0.322519083969466,0.0532791052364006,1.66682879182328,169
"{other vegetables,soda} => {whole milk}",0.0139298423995933,0.425465838509317,0.0327402135231317,1.66512396408242,137
"{frozen vegetables} => {whole milk}",0.0204372140315201,0.424947145877378,0.0480935434672089,1.66309398316913,201
"{sugar} => {other vegetables}",0.0107778342653787,0.318318318318318,0.0338586680223691,1.64511858153477,106
"{other vegetables,rolls/buns} => {whole milk}",0.0178952719877987,0.420047732696897,0.0426029486527707,1.64391939955192,176
"{pastry,whole milk} => {other vegetables}",0.010574478901881,0.318042813455657,0.033248601931876,1.64369472955144,104
"{rolls/buns,whole milk} => {other vegetables}",0.0178952719877987,0.315978456014363,0.0566344687341129,1.63302580919667,176
"{cream cheese} => {whole milk}",0.0164717844433147,0.415384615384615,0.0396542958820539,1.62566959502893,162
"{butter milk} => {whole milk}",0.0115912557193696,0.414545454545455,0.0279613624809354,1.62238541402887,114
"{bottled water,whole milk} => {other vegetables}",0.0107778342653787,0.313609467455621,0.0343670564311134,1.62078250784342,106
"{margarine} => {whole milk}",0.0241992882562278,0.413194444444444,0.0585663446873411,1.61709803466419,238
"{dessert} => {other vegetables}",0.0115912557193696,0.312328767123288,0.0371123538383325,1.61416364932083,114
"{yogurt} => {other vegetables}",0.0434163701067616,0.311224489795918,0.139501779359431,1.6084565723294,427
"{hard cheese} => {whole milk}",0.0100660904931368,0.410788381742739,0.0245043213014743,1.6076815497174,99
"{chicken} => {whole milk}",0.0175902389425521,0.409952606635071,0.0429079816980173,1.6044106192821,173
"{berries} => {other vegetables}",0.0102694458566345,0.308868501529052,0.033248601931876,1.59628045850669,101
"{white bread} => {whole milk}",0.0170818505338078,0.405797101449275,0.0420945602440264,1.58814743046304,168
"{beef} => {whole milk}",0.0212506354855109,0.405038759689922,0.0524656837824098,1.58517954697588,209
"{tropical fruit} => {whole milk}",0.0422979156075241,0.403100775193798,0.10493136756482,1.57759495584202,416
"{oil} => {whole milk}",0.011286222674123,0.402173913043478,0.0280630401626843,1.57396754269105,111
"{yogurt} => {whole milk}",0.0560244026436197,0.401603498542274,0.139501779359431,1.57173514053453,551
"{pip fruit} => {whole milk}",0.0300965937976614,0.397849462365591,0.075648195221149,1.55704316051158,296
"{onions} => {whole milk}",0.0120996441281139,0.390163934426229,0.0310116929334011,1.52696470158455,119
"{hygiene articles} => {whole milk}",0.0128113879003559,0.388888888888889,0.0329435688866294,1.52197462086041,126
"{brown bread} => {whole milk}",0.0252160650737163,0.38871473354232,0.0648703609557702,1.5212930379581,248
"{other vegetables} => {whole milk}",0.0748347737671581,0.386757750919601,0.193492628368073,1.51363409482462,736
"{pork} => {whole milk}",0.0221657346212506,0.384479717813051,0.0576512455516014,1.5047186727781,218
"{soda,yogurt} => {whole milk}",0.0104728012201322,0.382899628252788,0.0273512963904423,1.49853475681105,103
"{other vegetables,sausage} => {whole milk}",0.0101677681748856,0.377358490566038,0.0269445856634469,1.47684868870552,100
"{napkins} => {whole milk}",0.0197254702592781,0.376699029126214,0.0523640061006609,1.47426778808448,194
"{pastry} => {whole milk}",0.033248601931876,0.373714285714286,0.0889679715302491,1.46258654994031,327
"{dessert} => {whole milk}",0.0137264870360956,0.36986301369863,0.0371123538383325,1.44751402297096,135
"{citrus fruit} => {whole milk}",0.0305033045246568,0.368550368550369,0.0827656329435689,1.44237679056621,300
"{fruit/vegetable juice} => {whole milk}",0.0266395526182003,0.368495077355837,0.0722928317234367,1.44216040023663,262
"{long life bakery product} => {whole milk}",0.0135231316725979,0.361413043478261,0.0374173868835791,1.41444380525615,133
"{berries} => {whole milk}",0.0117946110828673,0.35474006116208,0.033248601931876,1.38832809452012,116
"{frankfurter} => {whole milk}",0.0205388917132689,0.348275862068965,0.0589730554143366,1.36302948804149,202
"{newspapers} => {whole milk}",0.0273512963904423,0.342675159235669,0.0798169801728521,1.34111030285826,269
"{chocolate} => {whole milk}",0.0166751398068124,0.336065573770492,0.0496187086934418,1.31524270514635,164
"{waffles} => {whole milk}",0.012709710218607,0.330687830687831,0.0384341637010676,1.29419610617382,125
"{coffee} => {whole milk}",0.0187086934417895,0.322241681260946,0.0580579562785968,1.2611408417037,184
"{sausage} => {whole milk}",0.0298932384341637,0.318181818181818,0.0939501779359431,1.24525196252216,294
"{bottled water} => {whole milk}",0.0343670564311134,0.310947562097516,0.110523640061007,1.21693962325072,338
"{rolls/buns} => {whole milk}",0.0566344687341129,0.307904919845218,0.183934926283681,1.20503178936638,557
